CODELISTNAME,RANK,CODEDVALUE,TRANSLATED,TYPE,CODELISTDICTIONARY,CODELISTVERSION,ORDERNUMBER,sourcedataset,sourcevariable,sourcevalue,sourcetype
QSTEST,1160,CHSF1-Strangers Spoke with Last Month,CHSF1-Strangers Spoke with Last Month,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1161,CHSF1-Unpaid Personal Care per Day,CHSF1-Unpaid Personal Care per Day,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1162,CHSF2-Associates Contacted per Month,CHSF2-Associates Contacted per Month,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1163,CHSF2-Away Cognitive Assistance per Day,CHSF2-Away Cognitive Assistance per Day,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1164,CHSF2-Combined Household Income Last Yr,CHSF2-Combined Household Income Last Yr,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1165,CHSF2-Days Out of the House per Week,CHSF2-Days Out of the House per Week,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1166,CHSF2-Friends Contacted per Month,CHSF2-Friends Contacted per Month,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1167,CHSF2-Home Cognitive Assistance per Day,CHSF2-Home Cognitive Assistance per Day,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1168,CHSF2-Hours of Home Maintenance per Week,CHSF2-Hours of Home Maintenance per Week,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1169,CHSF2-Hours of Homemaking per Week,CHSF2-Hours of Homemaking per Week,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1170,CHSF2-Hours of Paid Work per Week,CHSF2-Hours of Paid Work per Week,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1171,CHSF2-Hours of Recreation per Week,CHSF2-Hours of Recreation per Week,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1172,CHSF2-Hours of Schoolwork per Week,CHSF2-Hours of Schoolwork per Week,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1173,CHSF2-Hours Out of Bed per Day,CHSF2-Hours Out of Bed per Day,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1174,CHSF2-Live With Spouse or Signif Other,CHSF2-Live With Spouse or Signif Other,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1175,CHSF2-Medical Care Expenses Last Year,CHSF2-Medical Care Expenses Last Year,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1176,CHSF2-Nights Away From Home Last Year,CHSF2-Nights Away From Home Last Year,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1177,CHSF2-Number of People You Live With,CHSF2-Number of People You Live With,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1178,CHSF2-Number of Relatives You Live With,CHSF2-Number of Relatives You Live With,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1179,CHSF2-Occupation of Paid Work,CHSF2-Occupation of Paid Work,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1180,CHSF2-Paid Personal Care per Day,CHSF2-Paid Personal Care per Day,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1181,CHSF2-Strangers Spoke with Last Month,CHSF2-Strangers Spoke with Last Month,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1182,CHSF2-Unpaid Personal Care per Day,CHSF2-Unpaid Personal Care per Day,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1183,COMM1-Been in an Argument,COMM1-Been in an Argument,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1184,COMM1-Borrowed Meds From Others,COMM1-Borrowed Meds From Others,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1185,COMM1-Complaints Not Completing Tasks,COMM1-Complaints Not Completing Tasks,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1186,COMM1-Emergency Phone Call/Clinic Visit,COMM1-Emergency Phone Call/Clinic Visit,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1187,COMM1-Gotten Angry With People,COMM1-Gotten Angry With People,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1188,COMM1-Other Sources For Pain Medication,COMM1-Other Sources For Pain Medication,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1189,COMM1-Others Worry About Your Meds,COMM1-Others Worry About Your Meds,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1190,COMM1-Score,COMM1-Score,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1191,COMM1-Seriously Thought of Hurting Self,COMM1-Seriously Thought of Hurting Self,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1192,COMM1-Take Meds Belonging to Others,COMM1-Take Meds Belonging to Others,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1193,COMM1-Take More Meds Than Prescribed,COMM1-Take More Meds Than Prescribed,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1194,COMM1-Taken Meds Other Than Prescribed,COMM1-Taken Meds Other Than Prescribed,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1195,COMM1-Time Spent Thinking About Opioids,COMM1-Time Spent Thinking About Opioids,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1196,COMM1-Trouble Controlling Anger,COMM1-Trouble Controlling Anger,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1197,COMM1-Trouble Thinking Clearly/Memory,COMM1-Trouble Thinking Clearly/Memory,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1198,COMM1-Used Pain Meds For Other Symptoms,COMM1-Used Pain Meds For Other Symptoms,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1199,COMM1-Visit Emergency Room,COMM1-Visit Emergency Room,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1200,COMM1-Worry About Handling Meds,COMM1-Worry About Handling Meds,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1201,DRRI1-A: Dangerous Military Duties,DRRI1-A: Dangerous Military Duties,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1202,DRRI1-A: Emotionally Mistreated,DRRI1-A: Emotionally Mistreated,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1203,DRRI1-A: Experienced Natural Disaster,DRRI1-A: Experienced Natural Disaster,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1204,DRRI1-A: Injured by Person - Adulthood,DRRI1-A: Injured by Person - Adulthood,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1205,DRRI1-A: Injured by Person - Childhood,DRRI1-A: Injured by Person - Childhood,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1206,DRRI1-A: Lost My Job/Trouble Finding Job,DRRI1-A: Lost My Job/Trouble Finding Job,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1207,DRRI1-A: Physically Punished by Parent,DRRI1-A: Physically Punished by Parent,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1208,DRRI1-A: Robbed/Had My Home Broken Into,DRRI1-A: Robbed/Had My Home Broken Into,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1209,DRRI1-A: Saw/Heard Physical Fight Parent,DRRI1-A: Saw/Heard Physical Fight Parent,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1210,DRRI1-A: Serious Financial Problems,DRRI1-A: Serious Financial Problems,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1211,DRRI1-A: Serious Physical Health Problem,DRRI1-A: Serious Physical Health Problem,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1212,DRRI1-A: Someone Close Serious Illness,DRRI1-A: Someone Close Serious Illness,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1213,DRRI1-A: Someone Close to Me Died,DRRI1-A: Someone Close to Me Died,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1214,DRRI1-A: Stressful Legal Problems,DRRI1-A: Stressful Legal Problems,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1215,DRRI1-A: Unwanted Sex Activity Adulthood,DRRI1-A: Unwanted Sex Activity Adulthood,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1216,DRRI1-A: Unwanted Sex Activity Childhood,DRRI1-A: Unwanted Sex Activity Childhood,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1217,DRRI1-A: Went Through Divorce/Was Left,DRRI1-A: Went Through Divorce/Was Left,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1218,DRRI1-A: Witnessed Someone Assaulted,DRRI1-A: Witnessed Someone Assaulted,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1219,DRRI1-B: Contribution Family Appreciated,DRRI1-B: Contribution Family Appreciated,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1220,DRRI1-B: Family Knew What I Thought/Felt,DRRI1-B: Family Knew What I Thought/Felt,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1221,DRRI1-B: Family Told Me When Problem,DRRI1-B: Family Told Me When Problem,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1222,DRRI1-B: Felt Like I Fit in With Family,DRRI1-B: Felt Like I Fit in With Family,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1223,DRRI1-B: Got Along Well With My Family,DRRI1-B: Got Along Well With My Family,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1224,DRRI1-B: I Could Be Myself Around Family,DRRI1-B: I Could Be Myself Around Family,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1225,DRRI1-B: I Was Affectionate With Family,DRRI1-B: I Was Affectionate With Family,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1226,DRRI1-B: Input Sought Family Decisions,DRRI1-B: Input Sought Family Decisions,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1227,DRRI1-B: Opinions Were Valued by Family,DRRI1-B: Opinions Were Valued by Family,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1228,DRRI1-B: Played Important Role in Family,DRRI1-B: Played Important Role in Family,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1229,DRRI1-B: Shared Interests With Family,DRRI1-B: Shared Interests With Family,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1230,DRRI1-B: Spent My Free Time With Family,DRRI1-B: Spent My Free Time With Family,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1231,DRRI1-C: Climate Was Uncomfortable,DRRI1-C: Climate Was Uncomfortable,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1232,DRRI1-C: Conditions Extremely Unsanitary,DRRI1-C: Conditions Extremely Unsanitary,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1233,DRRI1-C: Deal With Annoying Animals,DRRI1-C: Deal With Annoying Animals,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1234,DRRI1-C: Didn't Have Bathrooms,DRRI1-C: Didn't Have Bathrooms,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1235,DRRI1-C: Food Was of Very Poor Quality,DRRI1-C: Food Was of Very Poor Quality,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1236,DRRI1-C: Hassle With Heavy/Annoying Gear,DRRI1-C: Hassle With Heavy/Annoying Gear,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1237,DRRI1-C: I Was Exposed to Awful Smells,DRRI1-C: I Was Exposed to Awful Smells,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1238,DRRI1-C: I Was Subjected to Loud Noises,DRRI1-C: I Was Subjected to Loud Noises,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1239,DRRI1-C: Not Allowed to Get Job Done,DRRI1-C: Not Allowed to Get Job Done,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1240,DRRI1-C: Not Have Adequate Shelter,DRRI1-C: Not Have Adequate Shelter,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1241,DRRI1-C: Restricted Because Local Custom,DRRI1-C: Restricted Because Local Custom,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1242,DRRI1-C: Wasn't Able to Contact Home,DRRI1-C: Wasn't Able to Contact Home,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1243,DRRI1-C: Wasn't Able to Get Privacy,DRRI1-C: Wasn't Able to Get Privacy,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1244,DRRI1-C: Wasn't Able to Rest,DRRI1-C: Wasn't Able to Rest,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1245,DRRI1-D: Assault on Entrenched Positions,DRRI1-D: Assault on Entrenched Positions,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1246,DRRI1-D: Encountered Land Mines,DRRI1-D: Encountered Land Mines,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1247,DRRI1-D: Exposed Hostile Incoming Fire,DRRI1-D: Exposed Hostile Incoming Fire,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1248,DRRI1-D: Exposed to Friendly Fire,DRRI1-D: Exposed to Friendly Fire,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1249,DRRI1-D: Fired My Weapon Enemy Combatant,DRRI1-D: Fired My Weapon Enemy Combatant,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1250,DRRI1-D: Injured Combat-Related Incident,DRRI1-D: Injured Combat-Related Incident,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1251,DRRI1-D: Locating Explosive Devices,DRRI1-D: Locating Explosive Devices,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1252,DRRI1-D: Part of Unit Fired on Enemy,DRRI1-D: Part of Unit Fired on Enemy,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1253,DRRI1-D: Participate Hand-to-hand Combat,DRRI1-D: Participate Hand-to-hand Combat,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1254,DRRI1-D: Search/Disarm Potential Enemy,DRRI1-D: Search/Disarm Potential Enemy,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1255,DRRI1-D: Searching Homes/Buildings,DRRI1-D: Searching Homes/Buildings,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1256,DRRI1-D: Think I Wounded/Killed Someone,DRRI1-D: Think I Wounded/Killed Someone,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1257,DRRI1-D: Vehicle/Part of Convoy Attacked,DRRI1-D: Vehicle/Part of Convoy Attacked,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1258,DRRI1-D: Went on Combat Patrols/Missions,DRRI1-D: Went on Combat Patrols/Missions,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1259,DRRI1-D: Witnessed Civilians Wounded,DRRI1-D: Witnessed Civilians Wounded,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1260,DRRI1-D: Witnessed Enemy Wounded/Killed,DRRI1-D: Witnessed Enemy Wounded/Killed,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1261,DRRI1-D: Witnessed Someone Unit Wounded,DRRI1-D: Witnessed Someone Unit Wounded,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1262,DRRI1-E: Interacted With Detainees,DRRI1-E: Interacted With Detainees,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1263,DRRI1-E: Involved Handling Human Remains,DRRI1-E: Involved Handling Human Remains,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1264,DRRI1-E: Observed Homes Been Destroyed,DRRI1-E: Observed Homes Been Destroyed,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1265,DRRI1-E: Saw Americans Had Been Wounded,DRRI1-E: Saw Americans Had Been Wounded,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1266,DRRI1-E: Saw Bodies of Dead Americans,DRRI1-E: Saw Bodies of Dead Americans,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1267,DRRI1-E: Saw Bodies of Dead Civilians,DRRI1-E: Saw Bodies of Dead Civilians,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1268,DRRI1-E: Saw Bodies of Dead Enemy,DRRI1-E: Saw Bodies of Dead Enemy,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1269,DRRI1-E: Saw Civilians After Wounded,DRRI1-E: Saw Civilians After Wounded,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1270,DRRI1-E: Saw Combatants Had Been Wounded,DRRI1-E: Saw Combatants Had Been Wounded,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1271,DRRI1-E: Saw People Begging for Food,DRRI1-E: Saw People Begging for Food,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1272,DRRI1-E: Saw Refugees Who Had Lost Homes,DRRI1-E: Saw Refugees Who Had Lost Homes,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1273,DRRI1-E: Sight/Sound/Smell Dead Animals,DRRI1-E: Sight/Sound/Smell Dead Animals,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1274,DRRI1-E: Took Care Injured/Dying People,DRRI1-E: Took Care Injured/Dying People,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1275,DRRI1-F: Exposed Government-issued DEET,DRRI1-F: Exposed Government-issued DEET,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1276,DRRI1-F: Exposed to Burning Trash/Feces,DRRI1-F: Exposed to Burning Trash/Feces,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1277,DRRI1-F: Exposed to Chlorine Gas,DRRI1-F: Exposed to Chlorine Gas,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1278,DRRI1-F: Exposed to Depleted Uranium,DRRI1-F: Exposed to Depleted Uranium,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1279,DRRI1-F: Exposed to Diesel/Fuel on Skin,DRRI1-F: Exposed to Diesel/Fuel on Skin,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1280,DRRI1-F: Exposed to Fumes From Heaters,DRRI1-F: Exposed to Fumes From Heaters,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1281,DRRI1-F: Exposed to Mustard Gas,DRRI1-F: Exposed to Mustard Gas,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1282,DRRI1-F: Exposed to Nerve Gas Agents,DRRI1-F: Exposed to Nerve Gas Agents,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1283,DRRI1-F: Exposed to Nuclear Weapons,DRRI1-F: Exposed to Nuclear Weapons,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1284,DRRI1-F: Exposed to Other Pesticides,DRRI1-F: Exposed to Other Pesticides,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1285,DRRI1-F: Exposed to Smoke/Air Pollution,DRRI1-F: Exposed to Smoke/Air Pollution,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1286,DRRI1-F: Received Vaccinations,DRRI1-F: Received Vaccinations,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1287,DRRI1-F: Took Preventative Pills,DRRI1-F: Took Preventative Pills,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1288,DRRI1-G: Concern Rocket/Mortar Would Hit,DRRI1-G: Concern Rocket/Mortar Would Hit,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1289,DRRI1-G: Concerned Depleted Uranium,DRRI1-G: Concerned Depleted Uranium,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1290,DRRI1-G: Concerned Encounter Explosive,DRRI1-G: Concerned Encounter Explosive,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1291,DRRI1-G: Concerned Infectious Disease,DRRI1-G: Concerned Infectious Disease,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1292,DRRI1-G: Concerned Locals Against Us,DRRI1-G: Concerned Locals Against Us,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1293,DRRI1-G: Concerned Medicine Make Me Sick,DRRI1-G: Concerned Medicine Make Me Sick,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1294,DRRI1-G: Concerned Taken Hostage,DRRI1-G: Concerned Taken Hostage,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1295,DRRI1-G: Concerned Trapped in Crossfire,DRRI1-G: Concerned Trapped in Crossfire,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1296,DRRI1-G: Feared Sick From Pesticides,DRRI1-G: Feared Sick From Pesticides,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1297,DRRI1-G: Felt in Danger of Being Wounded,DRRI1-G: Felt in Danger of Being Wounded,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1298,DRRI1-G: Health Might Suffer NBC Agents,DRRI1-G: Health Might Suffer NBC Agents,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1299,DRRI1-G: Thought I Would Never Survive,DRRI1-G: Thought I Would Never Survive,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1300,DRRI1-H: Accurately Informed About Role,DRRI1-H: Accurately Informed About Role,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1301,DRRI1-H: Confident Ability Use Equipment,DRRI1-H: Confident Ability Use Equipment,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1302,DRRI1-H: Confident to Perform Tasks,DRRI1-H: Confident to Perform Tasks,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1303,DRRI1-H: Had All Supplies Needed,DRRI1-H: Had All Supplies Needed,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1304,DRRI1-H: Had Enough Gear in Case Attack,DRRI1-H: Had Enough Gear in Case Attack,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1305,DRRI1-H: Military Duties What I Expected,DRRI1-H: Military Duties What I Expected,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1306,DRRI1-H: Prepared to Deal With Climate,DRRI1-H: Prepared to Deal With Climate,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1307,DRRI1-H: Prepared to Operate as Team,DRRI1-H: Prepared to Operate as Team,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1308,DRRI1-H: Taught Me Everything I Needed,DRRI1-H: Taught Me Everything I Needed,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1309,DRRI1-H: Training for Deployment,DRRI1-H: Training for Deployment,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1310,DRRI1-I: Could Count on Family Advice,DRRI1-I: Could Count on Family Advice,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1311,DRRI1-I: Family Sincerely Interested,DRRI1-I: Family Sincerely Interested,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1312,DRRI1-I: Had Family I Could Talk To,DRRI1-I: Had Family I Could Talk To,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1313,DRRI1-I: Happy Communication From Home,DRRI1-I: Happy Communication From Home,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1314,DRRI1-I: Happy With Support From Home,DRRI1-I: Happy With Support From Home,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1315,DRRI1-I: People at Home Show They Cared,DRRI1-I: People at Home Show They Cared,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1316,DRRI1-I: Relatives Look Out for Family,DRRI1-I: Relatives Look Out for Family,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1317,DRRI1-I: Relatives Take Care of Finances,DRRI1-I: Relatives Take Care of Finances,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1318,DRRI1-J: Could Go to Leaders If Problem,DRRI1-J: Could Go to Leaders If Problem,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1319,DRRI1-J: Fellow Unit Appreciated Efforts,DRRI1-J: Fellow Unit Appreciated Efforts,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1320,DRRI1-J: Felt Like My Efforts Counted,DRRI1-J: Felt Like My Efforts Counted,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1321,DRRI1-J: Felt Valued by Leaders of Unit,DRRI1-J: Felt Valued by Leaders of Unit,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1322,DRRI1-J: Felt Valued Fellow Unit Members,DRRI1-J: Felt Valued Fellow Unit Members,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1323,DRRI1-J: Leader Interested What Thought,DRRI1-J: Leader Interested What Thought,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1324,DRRI1-J: Leaders Interested in Welfare,DRRI1-J: Leaders Interested in Welfare,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1325,DRRI1-J: My Unit Was Like Family to Me,DRRI1-J: My Unit Was Like Family to Me,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1326,DRRI1-J: People in Unit Were Trustworthy,DRRI1-J: People in Unit Were Trustworthy,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1327,DRRI1-J: Service Appreciated by Leaders,DRRI1-J: Service Appreciated by Leaders,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1328,DRRI1-J: Unit Interested My Well-being,DRRI1-J: Unit Interested My Well-being,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1329,DRRI1-J: Unit Interested What I Thought,DRRI1-J: Unit Interested What I Thought,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1330,DRRI1-K: Authority Pressure Unwanted Sex,DRRI1-K: Authority Pressure Unwanted Sex,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1331,DRRI1-K: Had to Work Harder Prove Myself,DRRI1-K: Had to Work Harder Prove Myself,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1332,DRRI1-K: Made Crude Sexual Remarks at Me,DRRI1-K: Made Crude Sexual Remarks at Me,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1333,DRRI1-K: Make My Job More Difficult,DRRI1-K: Make My Job More Difficult,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1334,DRRI1-K: My Mistakes Worse Than Others,DRRI1-K: My Mistakes Worse Than Others,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1335,DRRI1-K: Offered Reward Take Part in Sex,DRRI1-K: Offered Reward Take Part in Sex,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1336,DRRI1-K: Physically Forced to Have Sex,DRRI1-K: Physically Forced to Have Sex,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1337,DRRI1-K: Put Me Down,DRRI1-K: Put Me Down,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1338,DRRI1-K: Questioned My Abilities Perform,DRRI1-K: Questioned My Abilities Perform,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1339,DRRI1-K: Spread Rumors Sexual Activities,DRRI1-K: Spread Rumors Sexual Activities,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1340,DRRI1-K: Threatened Me If Not Sex,DRRI1-K: Threatened Me If Not Sex,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1341,DRRI1-K: Threatened My Physical Safety,DRRI1-K: Threatened My Physical Safety,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1342,DRRI1-K: Touched Sexual Way Against Will,DRRI1-K: Touched Sexual Way Against Will,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1343,DRRI1-K: Treated in Overly Critical Way,DRRI1-K: Treated in Overly Critical Way,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1344,DRRI1-K: Tried to Talk into Sexual Acts,DRRI1-K: Tried to Talk into Sexual Acts,text,SDTM Terminology,10/6/2014,,,,,character
QSTEST,1345,DRRI1-K: Uncooperative Working With Me,DRRI1-K: Uncooperative Working With Me,text,SDTM Terminology,10/6/2014,,,,,character
